iter	RMSE
0	18.83215949
1	18.75883652
2	18.68948542
3	18.62401699
4	18.56219015
5	18.50388753
6	18.44887511
7	18.39683425
8	18.34778973
9	18.30154036
10	18.25794666
11	18.21679009
12	18.17798222
13	18.14133267
14	18.10683341
15	18.07430702
16	18.04365342
17	18.0147582
18	17.98756877
19	17.96194015
20	17.93770816
21	17.91487282
22	17.89340895
23	17.87314194
24	17.85410436
25	17.83616037
26	17.81926656
27	17.80330279
28	17.78832508
29	17.77473507
30	17.76141753
31	17.74889091
32	17.73709031
33	17.72598816
34	17.71553007
35	17.70440025
36	17.69392121
37	17.68405671
38	17.6747893
39	17.66606232
40	17.65781426
41	17.65006732
42	17.64277123
43	17.63584482
44	17.62937686
45	17.62330689
46	17.61758724
47	17.61219224
48	17.60710561
49	17.60232676
50	17.5977847
51	17.59356041
52	17.58978093
53	17.58599428
54	17.58241639
55	17.57951499
56	17.57631212
57	17.5733459
58	17.57050276
59	17.5678753
60	17.56539305
61	17.56315778
62	17.56093584
63	17.55897087
64	17.5571229
65	17.55520836
66	17.55376935
67	17.55218923
68	17.55085294
69	17.54936025
70	17.54803944
71	17.5468454
72	17.5456776
73	17.54469071
74	17.54380451
75	17.54280344
76	17.54209553
77	17.54118013
78	17.54040576
79	17.53959255
80	17.53878198
81	17.5379883
82	17.53730473
83	17.53682491
84	17.53637313
85	17.53575342
86	17.53523951
87	17.53466684
88	17.53416786
89	17.5336436
90	17.53321544
91	17.53290241
92	17.53249697
93	17.5321053
94	17.53182655
95	17.53146636
96	17.53110353
97	17.53075579
98	17.53037193
99	17.52998695
100	17.52952071
101	17.52910915
102	17.52894834
103	17.52859297
104	17.52835468
105	17.52809856
106	17.52780342
107	17.52739414
108	17.52707182
109	17.52686485
110	17.52676086
111	17.52650344
112	17.52623052
113	17.52605321
114	17.52580927
115	17.52551006
116	17.52526194
117	17.52499638
118	17.52493398
119	17.52470086
120	17.52451168
121	17.5243315
122	17.52414196
123	17.52385053
124	17.52365943
125	17.52352394
126	17.523328
127	17.52329332
128	17.52300297
129	17.52286671
130	17.52260764
131	17.52251876
132	17.52239099
133	17.52226489
134	17.522111
135	17.52202701
136	17.52186397
137	17.5217609
138	17.52164254
139	17.52138725
140	17.5212795
141	17.52112104
142	17.52094806
143	17.52073986
144	17.52057337
145	17.52047521
146	17.52034698
147	17.52030517
148	17.52017957
149	17.52001456
150	17.51992166
151	17.51983847
152	17.51971182
153	17.51958035
154	17.51946974
155	17.51937186
156	17.51923675
157	17.51913124
158	17.51902853
159	17.51894533
160	17.51881648
161	17.51869841
162	17.51862641
163	17.51851591
164	17.51844596
165	17.51835546
166	17.51834975
167	17.51824657
168	17.51809289
169	17.5180281
170	17.5178156
171	17.51774282
172	17.51772867
173	17.51771886
174	17.51771162
175	17.51766586
176	17.51757561
177	17.51752773
178	17.51749317
179	17.51746777
